Publication Type;Authors;Book Authors;Group Authors;Book Group Authors;Researcher Ids;ORCIDs;Book Editors;Author - Arabic;Grant Principal Investigator;Grant Co Principal Investigator;Article Title;Article Title - SciELO;Article Title - SciELO;Article Title - Chinese;Article Title - Russian;Patent Number;Patent Assignee;Source Title - Arabic;Source Title;Source Title - Korean;Book Series Title;Book Series Subtitle;Volume;Issue;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;Version;Version History;DOI;Book DOI;License Name;License URI;License Description;Early Access Date;Supplement;Document Type;Publication Date;Publication Year;Abstract;Abstract - Foreign;Abstract - English Transliteration;Abstract - Foreign;Abstract - Korean;Conference Title;Conference Date;Conference Sponsor;Conference Location;Times Cited, WoS Core;Times Cited, CSCD;Times Cited, RSCI;Times Cited, ARCI;Times Cited, BCI;Times Cited, SCIELO;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;ISSN;eISSN;ISBN;Grant Number;No of References;Cited References;Language;Advisor;Committee Member;Copyright;Degree Name;Institution Address;Institution;Dissertation and Thesis Subjects;Author Keywords;Indexed Date;UT (Unique ID);Pubmed Id;
J;"Felmingham, BS; Grey, WN";;;;;;;;;;A general equilibrium (GE) model of the term structure applied to Australian securities;;;;;;;;APPLIED ECONOMICS LETTERS;;;;5;11;;;685;687;;;;10.1080/135048598354122;;;;;;;Article;NOV 1998;1998;The Double Square Root (DSR) GE model of the term structure is fitted to Australian security yield data over the period 2 January 1984 to 15 December 1995 - a data set of 3041 yields on four securities: 30 and 90-day BAB: and 5 and 10-year bonds. Applying both the OLS and GMM estimators we find a nonlinear, reduced form relationship between these yields and the risk free rate. So we conclude that GE models explain a diverse range of Australian yield curve shapes and that Australian bond prices are not necessarily inversely related to interest rates.;;;;;;;;;0;0;0;0;0;0;0;;;1350-4851;;;;;;;;;;;Univ Tasmania, Dept Econ, Hobart, Tas 7001, Australia;;;;1998-11-01;WOS:000077263600004;;
J;Cebula, Richard J.;;;;Cebula, Richard/P-7535-2018;;;;;;An empirical investigation into the impact of US federal government budget deficits on the real interest rate yield on intermediate-term treasury issues, 1972-2012;;;;;;;;APPLIED ECONOMICS;;;;46;28;;;3483;3493;;;;10.1080/00036846.2014.932050;;;;;;;Article;2014;2014;This study provides new empirical evidence on the impact of the federal budget deficit on the real interest rate yields on intermediate-term debt issues of the US Treasury, represented herein by the ex post real interest rate yields on 3-year Treasury notes and 7-year Treasury notes, two interest rate measures that have received essentially no attention in the economics and finance literature in recent years. This study is couched within a loanable funds model that includes two ex post real interest rate yields, the monetary base as a per cent of GDP, the change in per capita real GDP, net financial capital inflows as a per cent of GDP and the budget deficit as a per cent of GDP. This study uses annual data for the study period 1972 to 2012, a time period that includes quantitative easing' monetary policies by the Federal Reserve. Two-stage least squares estimations reveal that the federal budget deficit, expressed as a per cent of GDP, exercised a positive and statistically significant impact on the ex post real interest rate yields on both 3-year and 7-year Treasury notes, even after allowing for quantitative easing and other factors. The study also considers the time period 1980 to 2012 and offers simple robustness testing.;;;;;;;;;11;0;0;1;0;0;17;;;0003-6846;1466-4283;;;;;;;;;;Jacksonville State Univ, Dept Accounting & Finance, Jacksonville, FL 32211 USA;Jacksonville State Univ;;;2014-09-03;WOS:000340250400008;;
J;"Christensen, Jens H. E.; Lopez, Jose A.; Rudebusch, Glenn D.";;;;"; Martinez-López, Jose Angel/ABG-4671-2021";"Martinez-Lopez, Jose Angel/0000-0002-6871-7265;";;;;;Pricing Deflation Risk with US Treasury Yields;;;;;;;;REVIEW OF FINANCE;;;;20;3;;;1107;1152;;;;10.1093/rof/rfv029;;;;;;;Article;MAY 2016;2016;"We use an arbitrage-free term structure model with spanned stochastic volatility to determine the value of the deflation protection option embedded in Treasury inflation-protected securities. The model accurately prices the deflation protection option prior to the financial crisis when its value was near zero; at the peak of the crisis in late 2008 when deflationary concerns spiked sharply; and in the post-crisis period. During 2009, the average value of this option at the 5-year maturity was 41 basis points on a par-yield basis. The option value is shown to be closely linked to overall market uncertainty as measured by the VIX, especially during and after the 2008 financial crisis.";;;;;;;;;10;0;0;0;0;0;15;;;1572-3097;1573-692X;;;;;;;;;;Fed Reserve Bank San Francisco, San Francisco, CA USA;;;;2016-06-15;WOS:000376654800007;;
J;"Chib, Siddhartha; Ergashev, Bakhodir";;;;Chib, Siddhartha/NNG-9638-2025;;;;;;Analysis of Multifactor Affine Yield Curve Models;;;;;;;;JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION;;;;104;488;;;1324;1337;;;;10.1198/jasa.2009.ap08029;;;;;;;Article;DEC 2009;2009;"In finance and economics much work has been done on the theoretical modeling and statistical estimation of the yield curve, defined as the relationship between -1/tau logp(t)(tau) and tau, where p(t)(tau) is the time t price of a zero-coupon bond with payoff I at maturity date t + tau. Of considerable current interest are models of the yield curve in which a collection of observed and latent factors determine the market price of factor risks, the stochastic discount factor, and the arbitrage-free bond prices. The model is particularly interesting from a statistical perspective, because the yields are complicated nonlinear functions of the underlying parameters (e.g., those appearing in the evolution dynamics of the factors and those appearing in the model of the factor risks). This nonlinearity tends to produce a likelihood function that is multimodal. In this article we revisit the question of how such models should be fit from the Bayesian viewpoint. Key aspects of the inferential framework include (a) a prior on the parameters of the model that is motivated by economic considerations, in particular, those involving the slope of the implied yield curve; (b) posterior simulation of the parameters in ways to improve the efficiency of the MCMC output, for example, through sampling of the parameters marginalized over the factors and tailoring of the proposal densities in the Metropolis-Hastings steps using information about the mode and curvature of the current target based on the output of a simulating annealing algorithm; and (c) measures to mitigate numerical instabilities in the fitting through reparameterizations and square root filtering recursions. We apply the techniques to explain the monthly yields on nine U.S. Treasury Bills (with maturities ranging from 1 month to 120 months) over the period January 1986-December 2005. The model contains three factors, one latent and two observed. We also consider the problem of predicting the nine yields for each month of 2006. We show that the (multi-step-ahead) prediction regions properly bracket the actual yields in those months, thus highlighting the practical value of the fitted model.";;;;;;;;;44;0;0;0;0;0;58;;;0162-1459;1537-274X;;;;;;;;;;Washington Univ, John M Olin Sch Business, St Louis, MO 63130 USAFed Reserve Bank Richmond, Charlotte Branch, Charlotte, NC 28230 USA;;;;2009-12-01;WOS:000273995500005;;
J;"Tenyakov, Anton; Mamon, Rogemar; Davison, Matt";;;;"; Davison, Matt/A-9803-2010";"Davison, Matt/0000-0001-7948-4658; Mamon, Rogemar/0000-0003-0885-7685;";;;;;Filtering of a Discrete-Time HMM-Driven Multivariate Ornstein-Uhlenbeck Model With Application to Forecasting Market Liquidity Regimes;;;;;;;;IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING;;;;10;6;;;994;1005;;;;10.1109/JSTSP.2016.2549499;;;;;;;Article;SEP 2016;2016;This paper investigates the modeling of risk due to market and funding liquidity by capturing the joint dynamics of three time series: the treasury-Eurodollar spread, the VIX, and a metric derived from the S&P 500 spread. We propose a two-regime mean-reverting model for explaining the behaviour of three time series, which mirror liquidity levels for financial markets. An expectation-maximisation algorithm in conjunction with multivariate filters is employed to construct optimal parameter estimates of the proposed model. The selection of the modeling set-up is justified by balancing the best-fit criterion and model complexity. The model performance is demonstrated on historical market data, and a descriptive analysis of the different liquidity measures shows the presence of clear high and low states.;;;;;;;;;16;0;0;0;0;0;18;;;1932-4553;1941-0484;;;;;;;;;;Univ Western Ontario, Dept Stat & Actuarial Sci, London, ON N6A 5B7, CanadaTD Bank Financial Grp, Treasury & Balance Sheet Management Dept, Toronto, ON M5K 1A2, CanadaUniv Western Ontario, Dept Stat & Actuarial Sci, Dept Appl Math, London, ON N6A 5B7, Canada;TD Bank Financial Grp;;;2016-09-22;WOS:000381483500003;;
J;"Plakandaras, Vasilios; Gogas, Periklis; Papadimitriou, Theophilos; Gupta, Rangan";;;;"; Gogas, Periklis/N-8162-2014; Gupta, Rangan/ACM-0361-2022; Plakandaras, Vasilios/AAM-6020-2020; Papadimitriou, Theophilos/AAD-7737-2020";"Plakandaras, Vasilios/0000-0001-9351-9546; Gogas, Periklis/0000-0002-5134-3869; Papadimitriou, Theophilos/0000-0001-9035-183X;";;;;;The Informational Content of the Term Spread in Forecasting the US Inflation Rate: A Nonlinear Approach;;;;;;;;JOURNAL OF FORECASTING;;;;36;2;;;109;121;;;;10.1002/for.2417;;;;;;;Article;MAR 2017;2017;The difficulty in modelling inflation and the significance in discovering the underlying data-generating process of inflation is expressed in an extensive literature regarding inflation forecasting. In this paper we evaluate nonlinear machine learning and econometric methodologies in forecasting US inflation based on autoregressive and structural models of the term structure. We employ two nonlinear methodologies: the econometric least absolute shrinkage and selection operator (LASSO) and the machine-learning support vector regression (SVR) method. The SVR has never been used before in inflation forecasting considering the term spread as a regressor. In doing so, we use a long monthly dataset spanning the period 1871:1-2015:3 that covers the entire history of inflation in the US economy. For comparison purposes we also use ordinary least squares regression models as a benchmark. In order to evaluate the contribution of the term spread in inflation forecasting in different time periods, we measure the out-of-sample forecasting performance of all models using rolling window regressions. Considering various forecasting horizons, the empirical evidence suggests that the structural models do not outperform the autoregressive ones, regardless of the model's method. Thus we conclude that the term spread models are not more accurate than autoregressive models in inflation forecasting. Copyright (C) 2016 John Wiley & Sons, Ltd.;;;;;;;;;14;0;0;0;0;0;16;;;0277-6693;1099-131X;;;;;;;;;;Democritus Univ Thrace, Dept Econ, Komotini, GreeceUniv Pretoria, Dept Econ, ZA-0002 Pretoria, South Africa;;;;2017-04-06;WOS:000394909900001;;
J;Terada-Hagiwara, Akiko;;;;;;;;;;Asian holding of US Treasury securities: Trade integration as a threshold;;;;;;;;JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES;;;;25;3;;;321;335;;;;10.1016/j.jjie.2011.07.001;;;;;;;Article;SEP 2011;2011;Terada-Hagiwara, Akiko-Asian holding of US Treasury securities: Trade integration as a thresholdThis paper empirically investigates if there have been any shifts in regimes with Asian holding of US long-term Treasury securities with particular attention paid to the role of growing regional integration in trade. A panel regression estimation of eight Asian countries for 1998-2004 confirms the striking persistency of the portfolio weight of US Treasury securities. It also reveals, without a surprise, that the traditionally strong trade link with US as well as exchange rate regime and volatility of local currency bond index explain observed overinvestment in US Treasury securities deviating from what can be warranted by the market share of the US Treasury securities. What is interesting, however, is the estimated regime switches as found when examined with a threshold estimation (Hansen, 1999). We find three thresholds which divide the sample into four regimes a decreasing persistency as intraregional trade link becomes tighter. J. Japanese Int. Economies xxx (xx) (2011) xxx-xxx. Economics and Research Department, Asian Development Bank, Manila 1550, Philippines. (C) 2011 Elsevier Inc. All rights reserved.;;;;;;;;;3;0;0;0;0;0;3;;;0889-1583;;;;;;;;;;;Asian Dev Bank, Econ & Res Dept, Manila 1550, Philippines;;;;2011-09-28;WOS:000294832500007;;
J;Meng, Fanyu;;;;;;;;;;Uncovering nonlinear dependencies in the Treasury-funds rate spread: Quantile-based explanation;;;;;;;;FINANCE RESEARCH LETTERS;;;;79;;;;;;107216;;;10.1016/j.frl.2025.107216;;;;;MAR 2025;;Article;JUN 2025;2025;This study examines the structural dynamics of the spread between the 10-year Treasury yield and the federal funds rate, a key indicator of U.S. financial conditions. Cross-quantilogram analysis reveals a nonlinear dependency across adjacent periods, with stronger connectedness observed in the tail distribution than in the middle. Additionally, the functional quantile autoregression model confirms the spread's nonlinear and asymmetric nature from a distributional perspective. Specifically, higher quantiles of the previous spread exert a stronger influence on the current spread, indicating a positive persistence mechanism. Conversely, lower quantiles of the previous spread negatively affect the higher quantiles of the current spread. These findings suggest that bullish market conditions tend to sustain themselves, whereas bearish conditions hinder upward momentum, underscoring the need for quantile-specific policy interventions.;;;;;;;;;0;0;0;0;0;0;0;;;1544-6123;1544-6131;;;;;;;;;;Shandong Univ, Ctr Econ Res, Jinan, Peoples R China;;;;2025-04-05;WOS:001456887500001;;
J;"Giampietro, Marta; Guidolin, Massimo; Pedio, Manuela";;;;PEDIO, MANUELA/AAF-2978-2021;PEDIO, MANUELA/0000-0001-9521-0016;;;;;Estimating stochastic discount factor models with hidden regimes: Applications to commodity pricing;;;;;;;;EUROPEAN JOURNAL OF OPERATIONAL RESEARCH;;;;265;2;;;685;702;;;;10.1016/j.ejor.2017.07.045;;;;;;;Article;MAR 1 2018;2018;We develop new likelihood-based methods to estimate factor-based Stochastic Discount Factors (SDF) that may accommodate Hidden Markov dynamics in the factor loadings. We use these methods to investigate whether it is possible to find a SDF that jointly prices the cross-section of eight U.S. portfolios of stocks, Treasuries, corporate bonds, and commodities. In particular, we test a range of possible different specification of the SDF, including single-state and Hidden Markov models and compare their statistical and pricing performances. In addition, we assess whether and to which extent a selection of these models replicates the observed moments of the return series, and especially correlations. We report that regime switching models clearly outperform single-state ones both in term of statistical and pricing accuracy. However, while a four-state model is selected by the information criteria, a two-state three-factor full Vector Autoregression model outperforms the others as far as the pricing accuracy is concerned. (C) 2017 Elsevier B.V. All rights reserved.;;;;;;;;;12;0;0;0;0;1;17;;;0377-2217;1872-6860;;;;;;;;;;Bocconi Univ, Milan, ItalyBocconi Univ, IGIER, Milan, Italy;;;;2017-12-12;WOS:000416396200023;;
J;"Christensen, Jens H. E.; Lopez, Jose A.; Rudebusch, Glenn D.";;;;Martinez-López, Jose Angel/ABG-4671-2021;Martinez-Lopez, Jose Angel/0000-0002-6871-7265;;;;;Extracting Deflation Probability Forecasts from Treasury Yields;;;;;;;;INTERNATIONAL JOURNAL OF CENTRAL BANKING;;;;8;4;;;21;60;;;;;;;;;;;Article;DEC 2012;2012;We construct probability forecasts for episodes of price deflation (i.e., a falling price level) using yields on nominal and real U.S. Treasury bonds. The deflation probability forecasts identify two deflation scares during the past decade: a mild one following the 2001 recession and a more serious one starting in late 2008 with the deepening of the financial crisis. The estimated deflation probabilities are generally consistent with those from macroeconomic models and surveys of professional forecasters, but they also provide high-frequency insight into the views of financial market participants. The probabilities can also be used to price the deflation protection option embedded in real Treasury bonds.;;;;;;;;;17;0;0;0;0;0;25;;;1815-4654;;;;;;;;;;;Fed Reserve Bank San Francisco, San Francisco, CA USA;;;;2013-02-20;WOS:000314066200002;;
J;Bali, TG;;;;;;;;;;Testing the empirical performance of stochastic volatility models of the short-term interest rate;;;;;;;;JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS;;;;35;2;;;191;215;;;;10.2307/2676190;;;;;;;Article;JUN 2000;2000;I introduce two-factor discrete time stochastic volatility models of the short-term interest rate to compare the relative performance of existing and alternative empirical specifications. I develop a nonlinear asymmetric framework that allows for comparisons of non-nested models featuring conditional heteroskedasticity and sensitivity of the volatility process to interest rate levels. A new class of stochastic volatility models with asymmetric drift and nonlinear asymmetric diffusion process is introduced in discrete time and tested against the popular continuous time and symmetric and asymmetric GARCH models. The existing models are rejected in favor of the newly proposed models because of the asymmetric drift of the short rate, and the presence of nonlinearity, asymmetry, GARCH, and level effects in its volatility. I test the predictive power of nested and non-nested models in capturing the stochastic behavior of the risk-free rate. Empirical evidence on three-, six-, and 12-month U.S. Treasury bills indicates that two-factor stochastic volatility models are better than diffusion and GARCH models in forecasting the future level and volatility of interest rate changes.;;;;;;;;;53;0;0;0;0;0;61;;;0022-1090;;;;;;;;;;;CUNY Bernard M Baruch Coll, Dept Econ & Finance, New York, NY 10010 USA;;;;2000-06-01;WOS:000087467800004;;
J;"Golinski, Adam; Spencer, Peter";;;;;;;;;;Estimating the Term Structure with Linear Regressions: Getting to the Roots of the Problem;;;;;;;;JOURNAL OF FINANCIAL ECONOMETRICS;;;;19;5;;;960;984;;;;10.1093/jjfinec/nbz031;;;;;;;Article;FAL 2021;2021;Linear estimators of the affine term structure model are inconsistent since they cannot reproduce the factors used in estimation. This is a serious handicap empirically, giving a worse fit than the conventional ML estimator that ensures consistency. We show that a simple self-consistent estimator can be constructed using the eigenvalue decomposition of a regression estimator. The remaining parameters of the model follow analytically. Estimates from this model are virtually indistinguishable from that of the ML estimator. We apply the method to estimate various models of U.S. Treasury yields. These exercises greatly extend the range of models that can be estimated.;;;;;;;;;4;0;0;0;0;0;5;;;1479-8409;1479-8417;;;;;;;;;;Univ York, York, N Yorkshire, England;;;;2021-12-14;WOS:000728187500006;;
J;"Date, P.; Ponomareva, K.";;;;Date, Paresh/A-7787-2013;Date, Paresh/0000-0001-7097-9961;;;;;Linear and non-linear filtering in mathematical finance: a review;;;;;;;;IMA JOURNAL OF MANAGEMENT MATHEMATICS;;;;22;3;;;195;211;;;;10.1093/imaman/dpq008;;;;;;;Review;JUL 2011;2011;This paper presents a review of time series filtering and its applications in mathematical finance. A summary of results of recent empirical studies with market data are presented for yield curve modelling and stochastic volatility modelling. The paper also outlines different approaches to filtering of non-linear time series.;;;;;;;;;24;2;0;0;0;0;31;;;1471-678X;1471-6798;;;;;;;;;;Brunel Univ, Dept Math Sci, Uxbridge UB8 3PH, Middx, England;;;;2011-08-11;WOS:000293146300001;;
J;Audrino, Francesco;;;;Audrino, Francesco/ABF-3239-2020;Audrino, Francesco/0000-0002-2038-9362;;;;;What Drives Short Rate Dynamics? A Functional Gradient Descent Approach;;;;;;;;COMPUTATIONAL ECONOMICS;;;;39;3;;;315;335;;;;10.1007/s10614-011-9310-y;;;;;;;Article;MAR 2012;2012;Functional gradient descent (FGD), a recent technique coming from computational statistics, is applied to the estimation of the conditional moments of the short rate process with the goal of finding the main drivers of the drift and volatility dynamics. FGD can improve the accuracy of some reasonable starting estimates obtained using classical short rate models introduced in the literature. It exploits the predictive information of an enlarged set of variables, including yields at other maturities, time, and macroeconomic indicators. Fitting this methodology to the time series of monthly US 3-month Treasury bill rates, we find that the drift dynamics react mostly in a nonlinear way to changes in macroeconomic variables, whereas volatility dynamics are subjected to time-dependent regime-switches. Finally we show the superior performance of the final predictions obtained by applying FGD in a forecasting exercise.;;;;;;;;;1;0;0;0;0;0;1;;;0927-7099;1572-9974;;;;;;;;;;Univ St Gallen, Inst Math & Stat, CH-9000 St Gallen, Switzerland;;;;2012-04-04;WOS:000301594500005;;
J;"Pavlik, Martin; Michalski, Grzegorz";;;;Michalski, Grzegorz/A-4771-2010;;;;;;Monte Carlo Simulations for Resolving Verifiability Paradoxes in Forecast Risk Management and Corporate Treasury Applications;;;;;;;;INTERNATIONAL JOURNAL OF FINANCIAL STUDIES;;;;13;2;;;;;49;;;10.3390/ijfs13020049;;;;;;;Article;APR 1 2025;2025;Forecast risk management is central to the financial management process. This study aims to apply Monte Carlo simulation to solve three classic probabilistic paradoxes and discuss their implementation in corporate financial management. The article presents Monte Carlo simulation as an advanced tool for risk management in financial management processes. This method allows for a comprehensive risk analysis of financial forecasts, making it possible to assess potential errors in cash flow forecasts and predict the value of corporate treasury growth under various future scenarios. In the investment decision-making process, Monte Carlo simulation supports the evaluation of the effectiveness of financial projects by calculating the expected net value and identifying the risks associated with investments, allowing more informed decisions to be made in project implementation. The method is used in reducing cash flow volatility, which contributes to lowering the cost of capital and increasing the value of a company. Simulation also enables more accurate liquidity planning, including forecasting cash availability and determining appropriate financial reserves based on probability distributions. Monte Carlo also supports the management of credit and interest rate risk, enabling the simulation of the impact of various economic scenarios on a company's financial obligations. In the context of strategic planning, the method is an extension of decision tree analysis, where subsequent decisions are made based on the results of earlier ones. Creating probabilistic models based on Monte Carlo simulations makes it possible to take into account random variables and their impact on key financial management indicators, such as free cash flow (FCF). Compared to traditional methods, Monte Carlo simulation offers a more detailed and precise approach to risk analysis and decision-making, providing companies with vital information for financial management under uncertainty. This article emphasizes that the use of Monte Carlo simulation in financial management not only enhances the effectiveness of risk management, but also supports the long-term growth of corporate value. The entire process of financial management is able to move into the future based on predicting future free cash flows discounted at the cost of capital. We used both numerical and analytical methods to solve veridical paradoxes. Veridical paradoxes are a type of paradox in which the result of the analysis is counterintuitive, but turns out to be true after careful examination. This means that although the initial reasoning may lead to a wrong conclusion, a correct mathematical or logical analysis confirms the correctness of the results. An example is Monty Hall's problem, where the intuitive answer suggests an equal probability of success, while probabilistic analysis shows that changing the decision increases the chances of winning. We used Monte Carlo simulation as the numerical method. The following analytical methods were used: conditional probability, Bayes' rule and Bayes' rule with multiple conditions. We solved truth-type paradoxes and discovered why the Monty Hall problem was so widely discussed in the 1990s. We differentiated Monty Hall problems using different numbers of doors and prizes.;;;;;;;;;0;0;0;0;0;0;0;;;2227-7072;;;;;;;;;;;Wroclaw Univ Econ & Business, Fac Management, Komandorska 118, PL-53345 Wroclaw, Poland;;;;2025-06-29;WOS:001515889200001;;
J;"Luc, Gia Buu; Wu, Chih-Chiang";;;;;;;;;;A dynamic asset allocation approach under technical analysis and machine learning classification;;;;;;;;APPLIED ECONOMICS;;;;;;;;;;;;;10.1080/00036846.2025.2526177;;;;;JUL 2025;;"Article; Early Access";;2025;This research evaluates the effectiveness of machine learning models by comparing the performance of seven models in predicting the return movement of four asset types over different return periods. The assets include S&P 500 Futures, Gold Futures, US 10Y Treasury Bond Futures, and a risk-free investment. The study considers 1-week, 4-week, and 12-week forward return periods. The analysis assesses model accuracy and portfolio performance using data spanning two decades. ML-based portfolios modestly outperform an equal-weighted benchmark in terms of risk-adjusted metrics over longer horizons, even though the differences are generally insignificant. However, the study emphasizes the importance of considering diverse economic cycles to understand asset behaviour comprehensively. Nevertheless, the study did not find significant evidence that combining machine learning prediction with dynamic asset allocation can outperform passive portfolio investment. The study underscores the potential of non-linear models in short-term trading but also notes limitations in adaptiveness, threshold design, and model generalization under atypical conditions.;;;;;;;;;0;0;0;0;0;0;0;;;0003-6846;1466-4283;;;;;;;;;;Yuan Ze Univ, Coll Management, 135 Yuan Tung Rd, Taoyuan 320, Taiwan;;;;2025-07-13;WOS:001524268000001;;
J;"Hoang Xuan Que; Dinh Tran Ngoc Huy; Tran Duc Thang; Ta Van Thanh; HoangVan Long";;;;Huy, Dinh/ABF-9302-2020;;;;;;ESTIMATING WEIGHTED BANK BETA INDEX UNDER MACRO EFFECTS IN VIETNAM IN INDUSTRY 4.0 AND ROLES OF DIGITAL TRANSFORMATION FOR BETTER RISK MANAGEMENT INFORMATION SYSTEM;;;;;;;;INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES;;;;12;3;;;303;314;;;;10.31407/ijees12.338;;;;;;;Article;APR-JUL 2022;2022;The applications of mathematics in finance have been developed widely in recent years. In our study, authors aim to propose weighted beta index formula in banking industry and then, factors that affect bank sustainable development, as well as risk management policies and strategies for commercial banks in Vietnam financial market. This study mainly use combination of quantitative methods (statistics, calculation formulas) and qualitative methods including synthesis, inductive and explanatory methods. Our study results show that first, because mean value of weighted beta in period 2011-2020 higher than beta in 2011-2016 time, we need to pay attention to risk management solution in bank system. Second, as CPI has negative impact while G, IM and R has positive impact on weighted beta: and Risk free rate have higher effects on market risks of banks, Ministry of Finance, State bank of Vietnam and relevant agencies need to control GDP growth as well as rates of Treasury bonds and lending rate (not increase so much) toward benefits for managing risk. And do not need to reduce CPI too much. Then we also mention the roles of digital data and transformation to help us to build better risk model and management information system at banks.;;;;;;;;;0;0;0;0;0;0;0;;;2224-4980;;;;;;;;;;;Natl Econ Univ NEU, Hanoi, VietnamBanking Univ HCMC, Ho Chi Minh City, VietnamInt Univ Japan, Minamiuonuma, Niigata, JapanUniv Finance Mkt, Ho Chi Minh City, VietnamUniv Law, Fac Management, Ho Chi Minh City, Vietnam;Natl Econ Univ NEUInt Univ JapanUniv Finance Mkt;;;2022-08-11;WOS:000828158500038;;
J;"Pesaran, M. Hashem; Pettenuzzo, Davide; Timmermann, Allan";;;;"; Pettenuzzo, Davide/IAM-3624-2023; Pesaran, Mohammad/HPG-0353-2023";"Pettenuzzo, Davide/0000-0002-6864-7463;";;;;;Forecasting time series subject to multiple structural breaks;;;;;;;;REVIEW OF ECONOMIC STUDIES;;;;73;4;;;1057;1084;;;;;;;;;;;Article;OCT 2006;2006;This paper provides a new approach to forecasting time series that are subject to discrete structural breaks. We propose a Bayesian estimation and prediction procedure that allows for the possibility of new breaks occurring over the forecast horizon, taking account of the size and duration of past breaks (if any) by means of a hierarchical hidden Markov chain model. Predictions are formed by integrating over the parameters from the meta-distribution that characterizes the stochastic break-point process. In an application to U.S. Treasury bill rates, we find that the method leads to better out-of-sample forecasts than a range of alternative methods.;;;;;;;;;178;1;0;0;0;1;236;;;0034-6527;;;;;;;;;;;Univ Cambridge, Cambridge CB2 1TN, EnglandUniv Calif San Diego, San Diego, CA 92103 USA;;;;2006-10-01;WOS:000240736900010;;
J;Malik, Avinash;;;;;Malik, Avinash/0000-0002-7524-8292;;;;;A comparison of machine learning and econometric models for pricing perpetual Bitcoin futures and their application to algorithmic trading;;;;;;;;EXPERT SYSTEMS;;;;40;10;;;;;;;;10.1111/exsy.13414;;;;;AUG 2023;;Article;DEC 2023;2023;Bitcoin (BTC) perpetual futures contracts are highly leveraged speculative trading instruments with daily market trading of $45 Billion. BTC perpetual futures are derivative contracts, which depend upon the underlying BTC SPOT (current) price. Pricing perpetual futures fairly is hard, using traditional arbitrage arguments, because of the volatile nature of the so called funding rate, which is used as the replacement of risk free rate in the Cryptocurrency market. This work presents a novel technique for pricing BTC futures contracts using conditional volatility and mean models. Intra-day high-frequency futures' return volatility and mean are modelled using different ML and econometric techniques. A comparison is made using statistical measures to find the model that best captures the intra-day conditional mean and volatility. Exponential generalized autoregressive conditional heteroskedasticity is shown to be an almost unbiased predictor of intra-day volatility, while a constant autoregressive moving average (0, 0) model best captures the conditional mean of the returns. A market directional high frequency trading algorithm is developed using the volatility and mean models. The algorithm first prices the futures contract at some future point of time using the volatility and mean regression models. Next, the slope between the current futures price and the expected price are used to predict the market direction. A long or short position is taken depending upon the expected market direction movement. Extensive back-testing results show absolute returns of 1500%-8000% depending upon the transaction fees and leverage used. On average, the market direction is predicted correctly 85% of the time by the best model. Finally, the trading technique is market neutral, in that it gives large positive returns, with low SD, in both bull and bear markets.;;;;;;;;;2;0;0;0;0;0;2;;;0266-4720;1468-0394;;;;;;;;;;Univ Auckland, Dept Elect Comp & Software Engn, Auckland, New Zealand;;;;2023-08-18;WOS:001042133700001;;
J;"Pouzo, Demian; Psaradakis, Zacharias; Sola, Martin";;;;;Psaradakis, Zacharias/0000-0001-9417-4156;;;;;Maximum Likelihood Estimation in Markov Regime-Switching Models With Covariate-Dependent Transition Probabilities;;;;;;;;ECONOMETRICA;;;;90;4;;;1681;1710;;;;10.3982/ECTA17249;;;;;;;Article;JUL 2022;2022;This paper considers maximum likelihood (ML) estimation in a large class of models with hidden Markov regimes. We investigate consistency of the ML estimator and local asymptotic normality for the models under general conditions, which allow for autoregressive dynamics in the observable process, Markov regime sequences with covariate-dependent transition matrices, and possible model misspecification. A Monte Carlo study examines the finite-sample properties of the ML estimator in correctly specified and misspecified models. An empirical application is also discussed.;;;;;;;;;9;0;0;0;0;0;11;;;0012-9682;1468-0262;;;;;;;;;;Univ Calif Berkeley, Dept Econ, Berkeley, CA 94720 USABirkbeck Univ London, Dept Econ Math & Stat, London, EnglandUniv Torcuato Di Tella, Dept Econ, Caba, Argentina;;;;2022-08-04;WOS:000831314400013;;
