"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Lekkos, I.; Milas, C.; Panagiotidis, T.","Lekkos, Ilias (7801460940); Milas, Costas K. (6603595120); Panagiotidis, Theodore (7801655746)","7801460940; 6603595120; 7801655746","Forecasting interest rate swap spreads using domestic and international risk factors: Evidence from linear and non-linear models","2007","Journal of Forecasting","26","8","","601","619","0","10","10.1002/for.1048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149017857&doi=10.1002%2Ffor.1048&partnerID=40&md5=a70644c586fb394b56c4d5308d8252b7","This paper explores the ability of factor models to predict the dynamics of US and UK interest rate swap spreads within a linear and a non-linear framework. We reject linearity for the US and UK swap spreads in favour of a regime-switching smooth transition vector autoregressive (STVAR) model, where the switching between regimes is controlled by the slope of the US term structure of interest rates. We compare the ability of the STVAR model to predict swap spreads with that of a non-linear nearest-neighbours model as well as that of linear AR and VAR models. We find some evidence that the non-linear models predict better than the linear ones. At short horizons, the nearest-neighbours (NN) model predicts better than the STVAR model US swap spreads in periods of increasing risk conditions and UK swap spreads in periods of decreasing risk conditions. At long horizons, the STVAR model increases its forecasting ability over the linear models, whereas the NN model does not outperform the rest of the models. Copyright © 2007 John Wiley & Sons, Ltd. © 2022 Elsevier B.V., All rights reserved.","Factor models; Forecasting; Interest rate swap spreads; Nearest neighbours; Regime switching; Smooth transition models; Term structure of interest rates","Forecasting; Linear systems; Mathematical models; Nonlinear analysis; Switching systems; Interest rate swap spreads; Nonlinear models; Regime switching; Risk management","Article","Final","","Scopus","2-s2.0-38149017857"
"","","","The stern review on the economic effects of climate change","2006","Population and Development Review","32","4","","793","798","0","37","10.1111/j.1728-4457.2006.00153.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751543802&doi=10.1111%2Fj.1728-4457.2006.00153.x&partnerID=40&md5=0b2d809bb9f46ff18992977703288a5f","In a study of the economics of climate change commissioned by the British government, released on 30 October, the former World Bank chief economist Sir Nicholas Stern presents a vigorously argued case for early curtailment of greenhouse gas emissions and proposes mitigation strategies that appear to offer highly favorable benefit-cost ratios. An excerpt from the Executive Summary of the Stern Review, concerned with the nature and magnitude of the deleterious economic consequences of anticipated climate change, is printed below. The principal scientific reviews of knowledge of climate change, its consequences, and mitigation strategies are the (roughly) quinquennial reports of the Intergovernmental Panel on Climate Change (IPCC) - the work of hundreds of lead authors, subjected in turn to elaborate peer review and line-by-line scrutiny by interested governments. They represent a broad, though not total, expert consensus. The third IPCC assessment was issued in 2001; the fourth, already in draft, will be released next year. The Stern Review draws heavily on this scientific underpinning, but goes further than the IPCC exercise in computing economic values for the projected changes and costing out remedial policy responses. More forthright in style and emphatic in its conclusions, it reads as a resounding call to international action. The Review explores the implications of atmospheric concentrations of carbon dioxide and other greenhouse gases being capped at 550ppm (parts per million), double the preindustrial level, an objective it argues is feasible. That concentration would be reached by 2050 at current emission rates, or by 2035 if emissions rise as expected. The resulting warming, it believes, would be 2-5°C, roughly in accord with the IPCC's third-assessment estimates (see the Documents section of PDR 27, no. 1 for the IPCC projections). The positive feedbacks identified in some recent studies, generated by processes such as release of methane from permafrost, could lead to still higher temperatures. The forecast effects described are by now familiar, though no less grim for being so: species extinctions, expanding disease zones, reductions in surface water availability, coastal flooding, ocean acidification, and so on. The Review translates these effects into economic losses, adjusting for risk, using Monte Carlo simulation applied to an integrated assessment model (the so-called PAGE 2002 model). The exercise, requiring many heroic - and often contestable - assumptions, produces the most quoted figures in the report: that climate change ""will reduce welfare by an amount equivalent to a reduction in consumption per head of between 5 and 20%"" - now and into the future. The absolute magnitude of those projected economic losses is made arbitrarily large by their permanence. Typical benefit-cost calculations applied to appraisal of development projects convert such long-term trajectories into a present value using a discount rate comparable to a market interest rate or some (lower) assumed rate of time preference. The Stern Review, however, argues that any discounting is ethically inappropriate for this global issue: ""if a future generation will be present, we suppose that it has the same claim on our ethical attention as the current one"" (p. 31). The only exception is an allowance for the possibility that future generations are not present - through human extinction - which is held to justify a minuscule discount rate of 0.1 percent per annum (p. 161). The percentage economic losses from climate change appear less daunting if set against the recent pace of expansion in the world economy. Real per capita income growth since 1990 has averaged about 1.5 percent per year worldwide, and about 3 percent in developing countries. In such a regime, a 5 percent one-time drop to a lower expansion path is no more than a two- or three-year delay in attaining a given income level. For China and India, whose economies are doubling in size each decade, even a 20 percent reduction in income would be a mere hiccough on the path to affluence - hardly enough to motivate major shifts in lifestyle ambitions. The dire repercussions on global environments of a greenhouse warming at the upper end of the forecast range are poorly captured by those percentages. Demography has a marginal place in the Review. The underlying IPCC emission scenarios incorporate expected population growth, using the UN medium projections. Many of the climate-change effects incur costs that are similarly magnified by population growth. One-sixth of the world's population is ""threatened"" by water scarcities; 1 in 20 people may be displaced by a rising sea level; mortality may increase from vector-borne diseases and from malnutrition linked to income losses. The later part of the Review is concerned with mitigation and adaptation strategies. It lays out an ambitious set of policies for transition to a low-carbon economy that could stabilize greenhouse gas concentrations over the next several decades. By 2050, emissions would have to be 25 percent below today's and emissions per unit of GDP 75 percent below. In perhaps the most problematic part of the exercise the Review asserts that such cuts could be achieved at a cost of only around 1 percent of annual global GDP - implying that investment in mitigation should be strongly favored on straightforward economic grounds. (This figure, like others in the Review, is acknowledged to lie within a substantial envelope of uncertainty - here a range of -1.0 percent to +3.5 percent of global GDP (p. 212), or, drawing on a wider range of models, -4 percent to +15 percent (p. 241).) In the decades before the investment pays off, adverse consequences of the warming trends already underway must be dealt with by adaptation, such as through better disaster preparedness, lessening the vulnerability of infrastructure, and risk-pooling measures. The excerpt is from pp. iii-iv and vi-xi. The full Stern Review (579 pages), the executive summary, and the commissioned background papers are available online at «http://www.hm-treasury.gov.uk/ independent_reviews/stern_review_economics_climate_change/ sternreview_index.cfm». A hard copy of the Review will be issued by Cambridge University Press. © 2006 The Population Council, Inc. © 2008 Elsevier B.V., All rights reserved.","","carbon dioxide; climate change; cost-benefit analysis; economic impact; global warming; greenhouse effect; Gross Domestic Product; population growth","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-33751543802"
"Fernández-Rodríguez, F.","Fernández-Rodríguez, Fernando (6603053452)","6603053452","Interest rate term structure modeling using free-knot splines","2006","Journal of Business","79","6","","3083","3099","0","8","10.1086/508009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847039555&doi=10.1086%2F508009&partnerID=40&md5=8d8b9389b44d5169d8cc6a2819340341","In this article a new methodology for estimating the term structure of interest rates is developed. Using polynomial splines, a reliable approximation to term structure may depend crucially upon intelligent selection of numbers and position of spline knots, which can be a combinatorially very complex task. A different approach based on heuristic optimization techniques called genetic algorithms is presented. The optimal spline function takes into account the goodness of fit of the spline function. The new methodology was applied to estimating the term structure using data on zero-coupon Euro market bonds. © 2006 by The University of Chicago. All rights reserved. © 2011 Elsevier B.V., All rights reserved.","","","Article","Final","","Scopus","2-s2.0-33847039555"
"Sarantis, N.","Sarantis, Nicholas C. (55966166500)","55966166500","Testing the uncovered interest parity using traded volatility, a time-varying risk premium and heterogeneous expectations","2006","Journal of International Money and Finance","25","7","","1168","1186","0","18","10.1016/j.jimonfin.2006.08.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750960093&doi=10.1016%2Fj.jimonfin.2006.08.002&partnerID=40&md5=5f02c4167892f6e8da7fd7b515be19f7","This paper carries out an empirical investigation of an extended version of Flood and Marion's (2000, Self-fulfilling risk predictions: an application to speculative attacks. Journal of International Economics 50, 245-268) UIP model, which incorporates a nonlinear time-varying risk premium that depends on both the expected variance of the future exchange rate and the relative worldwide private holdings of domestic and foreign government bonds. A novel contribution of our paper is the use of traded currency volatility, which is directly observable in the market place, to measure expectations about the future volatility of the exchange rate. Another contribution is the explicit modelling of heterogeneous exchange rate expectations formed by forward-looking fundamentalists and backward-looking chartists. Our overall empirical evidence provides strong support for the extended nonlinear UIP model. We also investigate for the first time the role of traded volatility in the dynamic behaviour of exchange rates, and find that high currency volatility is likely to produce oscillatory and unstable exchange rate paths. © 2006 Elsevier Ltd. All rights reserved. © 2006 Elsevier B.V., All rights reserved.","Fundamentalists and chartists; Government bonds; Time-varying risk premium; Traded currency volatility; Uncovered interest parity","","Article","Final","","Scopus","2-s2.0-33750960093"
"Pesaran, M.; Pettenuzzo, D.; Timmermann, A.","Pesaran, M. Hashem (56580592100); Pettenuzzo, Davide (14632412700); Timmermann, Allan G. (7006828969)","56580592100; 14632412700; 7006828969","Forecasting time series subject to multiple structural breaks","2006","Review of Economic Studies","73","4","","1057","1084","0","198","10.1111/j.1467-937X.2006.00408.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749045516&doi=10.1111%2Fj.1467-937X.2006.00408.x&partnerID=40&md5=5ea9b46ce031cdf0af74247798ef4184","This paper provides a new approach to forecasting time series that are subject to discrete structural breaks. We propose a Bayesian estimation and prediction procedure that allows for the possibility of new breaks occurring over the forecast horizon, taking account of the size and duration of past breaks (if any) by means of a hierarchical hidden Markov chain model. Predictions are formed by integrating over the parameters from the meta-distribution that characterizes the stochastic break-point process. In an application to U.S. Treasury bill rates, we find that the method leads to better out-of-sample forecasts than a range of alternative methods. © 2006 The Review of Economic Studies Limited. © 2008 Elsevier B.V., All rights reserved.","","Bayesian analysis; estimation method; forecasting method; Markov chain; modeling; prediction; stochasticity; time series analysis; North America; United States","Article","Final","All Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-33749045516"
"Ruge-Murciá, F.J.","Ruge-Murciá, Francisco J. (6603005701)","6603005701","The expectations hypothesis of the term structure when interest rates are close to zero","2006","Journal of Monetary Economics","53","7","","1409","1424","0","19","10.1016/j.jmoneco.2005.07.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748928976&doi=10.1016%2Fj.jmoneco.2005.07.014&partnerID=40&md5=56bff3d1388c17e41a64fc2c2bc376e5","In an economy where cash can be stored costlessly in nominal terms, the nominal interest rate is bounded below by zero. This paper derives the implications of this non-negativity constraint for the term structure and shows that it induces a nonlinear and convex relation between short- and long-term interest rates. The long-term rate responds asymmetrically to changes in the short-term rate, and by less than that is predicted by the benchmark linear model. In particular, a decrease in the short-term rate produces a smaller response in the long-term rate than an increase of the same magnitude. The empirical predictions of the model are examined using data from Japan. © 2006 Elsevier B.V. All rights reserved. © 2006 Elsevier B.V., All rights reserved.","Japan; Limited-dependent rational-expectations models; Monetary policy; Nonlinear forecasting","","Article","Final","","Scopus","2-s2.0-33748928976"
"Jones, C.S.","Jones, Christopher S. (57356267200)","57356267200","A nonlinear factor analysis of S&P 500 index option returns","2006","Journal of Finance","61","5","","2325","2363","0","78","10.1111/j.1540-6261.2006.01059.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748804177&doi=10.1111%2Fj.1540-6261.2006.01059.x&partnerID=40&md5=6c39fc56aa9654218b01de849f0d1962","Growing evidence suggests that extraordinary average returns may be obtained by trading equity index options, and that at least part of this abnormal performance is attributable to volatility and jump risk premia. This paper asks whether such priced risk factors are alone sufficient to explain these average returns. To provide an answer in as general as possible a setting, I estimate a flexible class of nonlinear models using all S&P 500 Index futures options traded between 1986 and 2000. The results show that priced factors contribute to these expected returns but are insufficient to explain their magnitudes, particularly for short-term out-of-the-money puts. © 2011 Elsevier B.V., All rights reserved.","","","Article","Final","","Scopus","2-s2.0-33748804177"
"Bhar, R.; Chiarella, C.; Hung, H.; Runggaldier, W.J.","Bhar, Ramaprasad (6701340151); Chiarella, Carl (7003949227); Hung, Hing (36952680000); Runggaldier, Wolfgang J. (7003275369)","6701340151; 7003949227; 36952680000; 7003275369","The volatility of the instantaneous spot interest rate implied by arbitrage pricing-A dynamic Bayesian approach","2006","Automatica","42","8","","1381","1393","0","2","10.1016/j.automatica.2005.12.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745492982&doi=10.1016%2Fj.automatica.2005.12.027&partnerID=40&md5=ec0449cd3c7a17d3e872a04c83968d09","This paper considers the estimation of the volatility of the instantaneous short interest rate from a new perspective. Rather than using discretely compounded market rates as a proxy for the instantaneous short rate of interest, we derive a relationship between observed LIBOR rates and certain unobserved instantaneous forward rates. We determine the stochastic dynamics for these rates under the risk-neutral measure and propose a filtering estimation algorithm for a time-discretised version of the resulting interest rate dynamics based on dynamic Bayesian updating in order to estimate the volatility function. Our time discretisation can be justified by the fact that data are observed discretely in time. The method is applied to US Treasury rates of various maturities to compute a (posterior) distribution for the parameters of the volatility specification. © 2006 Elsevier Ltd. All rights reserved. © 2011 Elsevier B.V., All rights reserved.","Bayesian estimation; Heath-Jarrow-Morton model; Interest rate models; LIBOR rates; Nonlinear filtering","Bayesian estimation; Heath-Jarrow-Morton model; Interest rate models; LIBOR rates; Algorithms; Computer networks; Marketing; Nonlinear filtering; Specifications; Stochastic control systems; Cost accounting","Article","Final","","Scopus","2-s2.0-33745492982"
"Darolles, S.; Gouriéroux, C.; Jasiak, J.","Darolles, Serge (6507740544); Gouriéroux, Christian (6701752827); Jasiak, Joann (35616205800)","6507740544; 6701752827; 35616205800","Structural laplace transform and compound autoregressive models","2006","Journal of Time Series Analysis","27","4","","477","503","0","56","10.1111/j.1467-9892.2006.00479.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745302681&doi=10.1111%2Fj.1467-9892.2006.00479.x&partnerID=40&md5=99874b5cdfab1affd504372c3f9ff62d","This paper presents a new general class of compound autoregressive (Car) models for non-Gaussian time series. The distinctive feature of the class is that Car models are specified by means of the conditional Laplace transforms. This approach allows for simple derivation of the ergodicity conditions and ensures the existence of forecasting distributions in closed form, at any horizon. The last property is of particular interest for applications to finance and economics that investigate the term structure of variables and/or of their nonlinear transforms. The Car class includes a number of time-series models that already exist in the literature, as well as new models introduced in this paper. Their applications are illustrated by examples of portfolio management, term structure and extreme risk analysis. © 2006 Blackwell Publishing Ltd. © 2011 Elsevier B.V., All rights reserved.","Affine term structure; Laplace transform; Nonlinear canonical analysis; Nonlinear dynamics; Value at risk; Wishart autoregressive process","","Article","Final","","Scopus","2-s2.0-33745302681"
"Ghebremariam, W.K.; Ortmann, G.F.; Nsahlai, I.V.","Ghebremariam, W. K. (16686219800); Ortmann, Gerald F. (7003504489); Nsahlai, Ignatius Verla (7003952594)","16686219800; 7003504489; 7003952594","A production function analysis of commercial dairy farms in the Highlands of Eritrea using ridge regression","2006","Agrekon","45","2","","225","242","0","3","10.1080/03031853.2006.9523745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887173439&doi=10.1080%2F03031853.2006.9523745&partnerID=40&md5=47b75f133719f2c7f00f4ae602b92772","This study presents a production function analysis of fresh milk production in the Highlands of Eritrea, where most dairy farmers in Eritrea are located. To ensure representative production functions, this region was divided into three relatively homogenous study areas, namely Central Zone, Mendefera and Dekemhare. Most data for the study were collected in a survey of 120 respondents using a structured questionnaire. To obviate the problem of multicollinearity among explanatory variables, ridge regression was used to estimate milk production functions for each study area. Production elasticities of variable inputs, marginal products (MPx), values of marginal products (VMPx), marginal rates of input substitution (MRS) and leastcost combinations of purchased concentrates and forage were estimated for the three regions. The VMPs of all inputs for Central Zone dairy farmer respondents were estimated to be greater than their input prices, implying that the resources were under-utilized from a profit-maximising perspective (i.e. where VMPx = Px). However, respondents in Mendefera and Dekemhare used concentrates in excess of optimum levels (i.e. VMPx < Px). Analysis of the least-cost combination of purchased concentrates and forage suggests that dairy farmer respondents were also not allocating these resources on a minimum-cost basis. However, the profit maximizing and least-cost criteria assume perfect knowledge, a risk-free environment and competitive markets. Improved information, farmer training and better infrastructure (roads and telecommunications) to promote competitive markets could help to enhance resource allocation decisions by dairy producers. © 2013 Elsevier B.V., All rights reserved.","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84887173439"
"Chiarella, C.; Tô, T.-D.","Chiarella, Carl (7003949227); Tô, Thuyduong (23974865900)","7003949227; 23974865900","The multifactor nature of the volatility of futures markets","2006","Computational Economics","27","2-3","","163","183","0","4","10.1007/s10614-006-9023-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744461539&doi=10.1007%2Fs10614-006-9023-9&partnerID=40&md5=f27d68bc09b74ef74f3c5e4d38a1d031","This paper estimates a model of interest rate dynamics containing multi-factor Wiener and single-factor Poisson jump volatility components. Data from the highly liquid but short term futures markets are used. The difficult numerical problem of estimating such multi-factor models is resolved by using a genetic algorithm to carry out the optimization procedure. It is established that the multi-factor Wiener volatility components are adequate to model the interest rate dynamics without the need to incorporate Poisson jump components, the existence of which would create difficulties in the practical use of interest rate models. © Springer Science+Business Media, Inc. 2006. © 2006 Elsevier B.V., All rights reserved.","Eurodollar futures; Futures markets; Genetic algorithm; Jump; Mutlifactor; Term structure; Volatility","","Article","Final","","Scopus","2-s2.0-33744461539"
"Jansen, D.W.; Wang, Z.","Jansen, Dennis W. (7103097151); Wang, Zijun (55719756700)","7103097151; 55719756700","Evaluating the 'Fed Model' of Stock Price Valuation: An out-of-sample forecasting perspective","2006","Advances in Econometrics","20 PART 2","","","179","204","0","7","10.1016/S0731-9053(05)20026-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645856784&doi=10.1016%2FS0731-9053%2805%2920026-9&partnerID=40&md5=6ec05711fd88e6ea0dcf87377d48d09f","The ""Fed Model"" postulates a cointegrating relationship between the equity yield on the S&P 500 and the bond yield. We evaluate the Fed Model as a vector error correction forecasting model for stock prices and for bond yields. We compare out-of-sample forecasts of each of these two variables from a univariate model and various versions of the Fed Model including both linear and nonlinear vector error correction models. We find that for stock prices the Fed Model improves on the univariate model for longer-horizon forecasts, and the nonlinear vector error correction model performs even better than its linear version. © 2006 Elsevier Ltd. All rights reserved. © 2008 Elsevier B.V., All rights reserved.","","","Review","Final","","Scopus","2-s2.0-33645856784"
"Junker, M.; Szimayer, A.; Wagner, N.","Junker, Markus (36125102600); Szimayer, Alexander (7801336961); Wagner, Niklas F. (8543378100)","36125102600; 7801336961; 8543378100","Nonlinear term structure dependence: Copula functions, empirics, and risk implications","2006","Journal of Banking and Finance","30","4","","1171","1199","0","54","10.1016/j.jbankfin.2005.05.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645876764&doi=10.1016%2Fj.jbankfin.2005.05.014&partnerID=40&md5=32ab47b0aeff8bdd8f432aa07d529247","This paper documents nonlinear cross-sectional dependence in the term structure of US-Treasury yields and points out risk management implications. The analysis is based on a Kalman filter estimation of a two-factor affine model which specifies the yield curve dynamics. We then apply a broad class of copula functions for modeling dependence in factors spanning the yield curve. Our sample of monthly yields in the 1982-2001 period provides evidence of upper tail dependence in yield innovations; i.e., large positive interest rate shocks tend to occur under increased dependence. In contrast, the best-fitting copula model coincides with zero lower tail dependence. This asymmetry has substantial risk management implications. We give an example in estimating bond portfolio loss quantiles and report the biases which result from an application of the normal dependence model. © 2005 Elsevier B.V. All rights reserved. © 2006 Elsevier B.V., All rights reserved.","Affine term structure models; Copula functions; Nonlinear dependence; Tail dependence; Value-at-risk","","Article","Final","","Scopus","2-s2.0-33645876764"
"Artis, M.","Artis, Michael J. (7003332077)","7003332077","The UK and the Eurozone","2006","CESifo Economic Studies","52","1","","32","60","0","2","10.1093/cesifo/ifj002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750451943&doi=10.1093%2Fcesifo%2Fifj002&partnerID=40&md5=bd9251b7434142022294a2c53adc8d2b","The article reviews the case for the UK to join the Eurozone by way of presenting a review of HM Treasury's widely well-regarded ""Euro Report"" (2003). The review provides an opportunity to rehearse and update the elements of optimum currency area (OCA) theory. In particular, the study draws attention to fresh estimates of the trade effect of the UK's adhesion to the Eurozone, the small size of which sharply contrasts with earlier estimates. They substantially remove a challenge to the Report's negative conclusion. The study sets the review in the perspective of public opinion surveys and HM Government's decisions. © 2006 Oxford University Press. © 2008 Elsevier B.V., All rights reserved.","","currency market; economic theory; regional trade; theoretical study; trade relations; Eurasia; Europe; United Kingdom; Western Europe","Review","Final","","Scopus","2-s2.0-33750451943"
"Diebold, F.X.; Li, C.","Diebold, Francis X. (23166985700); Li, Canlin (11939723800)","23166985700; 11939723800","Forecasting the term structure of government bond yields","2006","Journal of Econometrics","130","2","","337","364","0","846","10.1016/j.jeconom.2005.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344448314&doi=10.1016%2Fj.jeconom.2005.03.005&partnerID=40&md5=c1160704fad68807ebd914e62fa33324","Despite powerful advances in yield curve modeling in the last 20 years, comparatively little attention has been paid to the key practical problem of forecasting the yield curve. In this paper we do so. We use neither the no-arbitrage approach nor the equilibrium approach. Instead, we use variations on the Nelson-Siegel exponential components framework to model the entire yield curve, period-by-period, as a three-dimensional parameter evolving dynamically. We show that the three time-varying parameters may be interpreted as factors corresponding to level, slope and curvature, and that they may be estimated with high efficiency. We propose and estimate autoregressive models for the factors, and we show that our models are consistent with a variety of stylized facts regarding the yield curve. We use our models to produce term-structure forecasts at both short and long horizons, with encouraging results. In particular, our forecasts appear much more accurate at long horizons than various standard benchmark forecasts. © 2008 Elsevier B.V., All rights reserved.","Factor model; Nelson-Siegel curve; Term structure; Yield curve","Mathematical models; Parameter estimation; Phase equilibria; Regression analysis; Factor model; Nelson-Seigal curve; Term structure; Yield curve; Problem solving","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-31344448314"
"Baillie, R.T.; Kiliç, R.","Baillie, Richard T. (7005602679); Kiliç, Rehim (11640331600)","7005602679; 11640331600","Do asymmetric and nonlinear adjustments explain the forward premium anomaly?","2006","Journal of International Money and Finance","25","1","","22","47","0","79","10.1016/j.jimonfin.2005.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30944443096&doi=10.1016%2Fj.jimonfin.2005.10.002&partnerID=40&md5=4e3dd0498355b02e1ce3d387ff8b27f7","This paper explores some of the asymmetries and nonlinearities in an attempt to throw light on the forward premium anomaly, where spot exchange rate returns are typically found to be negatively correlated with the lagged interest rate differential and lead to an apparent rejection of Uncovered Interest Parity (UIP). The approach in this paper is motivated by some recent theoretical literature on the limits to speculation and hysteresis. The paper estimates Logistic Smooth Transition Dynamic Regression (LSTR) models with a variety of transition variables, including the lagged forward premium, monetary and income fundamentals and also variables associated with time varying risk premium, including the conditional variances of some fundamentals. Results are reported for nine different currencies. Many of the estimated LSTR models provide evidence for the existence of an outer regime that is consistent with UIP. Estimation of the standard forward premium regression on observations falling in these regimes across the sample is moderately supportive of UIP holding in the outer regime. A simulation experiment also suggests that an LSTR dgp can produce data consistent with the anomaly. However, parameter estimation issues leads to considerable uncertainty with the estimated transition functions and hence imprecise definitions of regimes. The results are an interesting step in the direction of understanding the nonlinear dimension of the problem without fully resolving the anomaly. © 2005 Elsevier Ltd. All rights reserved. © 2006 Elsevier B.V., All rights reserved.","Forward premium anomaly; LSTR models; Nonlinearity; Uncovered Interest Parity","","Article","Final","","Scopus","2-s2.0-30944443096"
"Watson, K.","Watson, Kenneth (16481728400)","16481728400","Making cost-benefit analysis a practical tool for evaluation","2006","Canadian Journal of Program Evaluation","21","1","","47","62","0","0","10.3138/cjpe.021.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250161650&doi=10.3138%2Fcjpe.021.003&partnerID=40&md5=0a455db4987c1230ae4a280f1d2da0f9","A cost-benefit evaluation requires precise data on program out-comes. However, such data are unavailable when the analysis is prospective, and expensive and time-consuming to collect when the analysis is retrospective. This problem of uncertain data is partly solved by the revised version of the Treasury Board Benefit-Cost Analysis Guide (Watson & Mallory, 1997), which allows probabilistic estimates of program results to be used in the analysis. There are not yet many examples of this technique in practice. One is Transport Canada's evaluation of alternative requirements for small commercial vessels to carry emergency signaling equipment. This article describes that evaluation and assesses how well the methodology worked. Copyright © 2006 Canadian Evaluation Society. © 2024 Elsevier B.V., All rights reserved.","","","Article","Final","","Scopus","2-s2.0-34250161650"
"Goss, B.","Goss, Barry A. (7003714135)","7003714135","Liquidity, volume and volatility in US electricity futures: The case of Palo Verde","2006","Applied Financial Economics Letters","2","1","","43","46","0","4","10.1080/17446540500396974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744995794&doi=10.1080%2F17446540500396974&partnerID=40&md5=1fbf6045b943bee0079a5367dc3f2a90","Previous research on liquidity has studied the relationships between liquidity, trading activity and volatility, mostly with data from US Treasury securities, stocks and foreign exchange spot markets. Liquidity in futures markets, especially electricity futures, has received little attention. However, liquidity in futures is expected to behave differently to that in spot markets because of the unique asymmetries in futures markets. Liquidity in electricity markets is of interest in countries where these markets are being deregulated. This study estimates these relationships for the Palo Verde electricity futures contract. The results show positive relations between all three pairs of key variables. © 2006 Elsevier B.V., All rights reserved.","","","Article","Final","","Scopus","2-s2.0-33744995794"
"Granger, C.W.J.; Hyung, N.","Granger, Clive W.J. (35613639000); Hyung, Namwon (6602971785)","35613639000; 6602971785","Introduction to m-m processes","2006","Journal of Econometrics","130","1","","143","164","0","4","10.1016/j.jeconom.2004.09.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28244490968&doi=10.1016%2Fj.jeconom.2004.09.013&partnerID=40&md5=9e94f88585e6c3c302b12e0c1abef8a6","In this paper, we introduce a new type of nonlinear model, called the min-max model, and analyze its properties for a pair of series. The stability conditions of this system are given for a nonlinearly integrated bivariate series. Under these stability conditions, the difference between the two series exhibits threshold-type nonlinearity. It is possible to construct a threshold error correction model from the min-max processes. Neglected nonlinearity tests are applied, both to the univariate series and to the bivariate system, in order to detect nonlinearity, and it turns out that the tests using the bivariate series have better power. We apply the min-max model to U.S. Treasury bills and commercial paper interest rates. The spread of these interest rates shows threshold-type nonlinearity, and this model outperforms a linear model in terms of its predictability for out-of-sample data. © 2005 Elsevier B.V. All rights reserved. © 2008 Elsevier B.V., All rights reserved.","Interest rate spread; Min-max process; Neglected nonlinearity; Nonlinear error correction model; Threshold","Error correction; Integration; Mathematical models; Nonlinear systems; System stability; Threshold elements; Interest rate spread; Min-max process; Neglected nonlinearity; Nonlinear error correction model; Threshold; Linear systems","Article","Final","","Scopus","2-s2.0-28244490968"
"Konno, H.; Ito, S.","Konno, Hiroshi (7201801289); Ito, Sumito (55458664400)","7201801289; 55458664400","A constrained least square method for estimating a smooth, nonnegative forward rate sequence","2005","International Journal of Theoretical and Applied Finance","8","7","","989","998","0","2","10.1142/S0219024905003293","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27544457345&doi=10.1142%2FS0219024905003293&partnerID=40&md5=d4b267dbfd7198ed1b95a3f81c3e5184","We will develop an efficient method for estimating a smooth nonnegative forward rate sequence using the market price of riskless bonds. This method is an improvement of the classical Carleton-Cooper's method based on standard least square method, which often generates a non-smooth forward rate sequence and hence is not used in practice. The method to be proposed in this paper is intended to resolve this difficulty. We will impose a smoothness condition while maintaining the fitting error within an acceptable level. The resulting optimization problem is shown to be convex in the region of interest. Therefore, we can calculate a globally optimal solution very fast by standard nonlinear programming algorithms. We will demonstrate that this method generates a smooth forward rate sequence at the expense of a very small increase of fitting error. © World Scientific Publishing Company. © 2008 Elsevier B.V., All rights reserved.","Carleton-Cooper's method; Convex minimization problem; Forward rate; Least square method; Term structure","","Article","Final","","Scopus","2-s2.0-27544457345"
